Ragione sociale;Partita IVA;Provincia;Indirizzo sede legale Regione; ultimo Bilancio Ricav delle vendite ;SISTEMA PREVALENTE
ARNABOLDI ANGELO SRL;682670963;Monza e della Brianza;Lombardia;1963857;Sistema ARREDOBAGNO
RUBINETTERIA GIULINI;1132510031;Novara;Piemonte;1929758;Sistema ARREDOBAGNO
FRA.MO. SRL;1561440031;Novara;Piemonte;1894691;Sistema ARREDOBAGNO
ARCHIPLAST SRL;10148470155;Milano;Lombardia;1862408;Sistema ARREDOBAGNO
MOAB 80 SRL;1585981002;Roma;Lazio;1845999;Sistema ARREDOBAGNO
METALBAGNO SRL;1268070529;Siena;Toscana;1772833;Sistema ARREDOBAGNO
ITALMIX SRL;1407570033;Novara;Piemonte;1743310;Sistema ARREDOBAGNO
RUBITOR SRL;509100038;Novara;Piemonte;1732694;Sistema ARREDOBAGNO
APM SRL;1701920033;Verbano-Cusio-Ossola;Piemonte;1724770;Sistema ARREDOBAGNO
IOTTI SRL;2029740350;Mantova;Lombardia;1723122;Sistema ARREDOBAGNO
VETRARIA IMAGNA SRL;3119610164;Bergamo;Lombardia;1712080;Sistema ARREDOBAGNO
OMEZ SRL;858330038;Novara;Piemonte;1686253;Sistema ARREDOBAGNO
CERAMICHE ARCADIA SRL;1620980563;Viterbo;Lazio;1615697;Sistema ARREDOBAGNO
XILON SRL;1540760566;Viterbo;Lazio;1585466;Sistema ARREDOBAGNO
BAGNO E ASSOCIATI SRL;1305550038;Novara;Piemonte;1563684;Sistema ARREDOBAGNO
FRISONE SRL;1126250032;Novara;Piemonte;1507482;Sistema ARREDOBAGNO
ETRURIA DESIGN SRL;2077330369;Modena;Emilia-Romagna;1470023;Sistema ARREDOBAGNO
BIANCHI E FONTANA SRL;2503571206;Bologna;Emilia-Romagna;1467010;Sistema ARREDOBAGNO
LINEATRE SRL;637640525;Siena;Toscana;1464894;Sistema ARREDOBAGNO
FARIS RUBINETTERIE S.R.L;553080987;Brescia;Lombardia;1461834;Sistema ARREDOBAGNO
DORNBRACHT ITALIA SRL;4783040969;Milano;Lombardia;1421323;Sistema ARREDOBAGNO
IDI STUDIO SRL;1742420993;Genova;Liguria;1405010;Sistema ARREDOBAGNO
KAROL SRL;3066560487;Siena;Toscana;1400317;Sistema ARREDOBAGNO
MET LOGISTIC SRL;2053300568;Roma;Lazio;1366953;Sistema ARREDOBAGNO
EURODESIGN SRL;6269100480;Firenze;Toscana;1361585;Sistema ARREDOBAGNO
MGS PROGETTI SRL;1577230038;Verbano-Cusio-Ossola;Piemonte;1352364;Sistema ARREDOBAGNO
CAVALLI SRL MI);5276960969;Milano;Lombardia;1336392;Sistema ARREDOBAGNO
RAPSEL SRL;2323380150;Milano;Lombardia;1334869;Sistema ARREDOBAGNO
AR.CA. ARREDAMENTI CASA SRL;1375890595;Latina;Lazio;1317763;Sistema ARREDOBAGNO
EDMO SRL;2421610268;Treviso;Veneto;1307113;Sistema ARREDOBAGNO
C.R. SRL (PS);1116800416;Pesaro Urbino;Marche;1302210;Sistema ARREDOBAGNO
RARE SRL;182990127;Varese;Lombardia;1297942;Sistema ARREDOBAGNO
SAVIL SRL;3430820989;Brescia;Lombardia;1289652;Sistema ARREDOBAGNO
CERAMICA ESEDRA SRL;1611230564;Roma;Lazio;1289033;Sistema ARREDOBAGNO
BLU-BLEU SRL;586170938;Pordenone;Friuli-Venezia Giulia;1265307;Sistema ARREDOBAGNO
KRISTALLUX SRL;263490286;Padova;Veneto;1261575;Sistema ARREDOBAGNO
RED MOON SRL;3396690756;Lecce;Puglia;1225960;Sistema ARREDOBAGNO
COPRITAL SRL;1652310606;Frosinone;Lazio;1221004;Sistema ARREDOBAGNO
MONTELEONE SRL;1588360030;Novara;Piemonte;1184030;Sistema ARREDOBAGNO
OML SRL;1074140359;Reggio nell'Emilia;Emilia-Romagna;1162545;Sistema ARREDOBAGNO
LINEA G SRL;1588350973;Prato;Toscana;1117595;Sistema ARREDOBAGNO
LEADER BATH SRL;1222800508;Pisa;Toscana;1109647;Sistema ARREDOBAGNO
ISABAGNO SRL;1361700527;Siena;Toscana;1093698;Sistema ARREDOBAGNO
KOALA SRL;1641930605;Frosinone;Lazio;1068470;Sistema ARREDOBAGNO
VETRERIA GOBBINI SRL;3919810485;Firenze;Toscana;1054629;Sistema ARREDOBAGNO
ARLEXITALIA SRL;2497070264;Venezia;Veneto;1053584;Sistema ARREDOBAGNO
CARMENTA SRL;2525350282;Padova;Veneto;1038506;Sistema ARREDOBAGNO
LAVORAZIONE SPECIALE;764330502;Pisa;Toscana;1014817;Sistema ARREDOBAGNO
LABOR LEGNO 90 SRL;1953221007;Roma;Lazio;1004761;Sistema ARREDOBAGNO
MOBIL HOUSE SRL;3953160276;Venezia;Veneto;995178;Sistema ARREDOBAGNO
KBV SRL;2142050547;Perugia;Umbria;978620;Sistema ARREDOBAGNO
R.E.S.P. SRL;925810038;Novara;Piemonte;977003;Sistema ARREDOBAGNO
SYNERGIE SRL;3299330260;Treviso;Veneto;967521;Sistema ARREDOBAGNO
EW GROUP SRL;534810304;Udine;Friuli-Venezia Giulia;955346;Sistema ARREDOBAGNO
ARTE GROUP SRL SEMPLIFICATA;4190870271;Venezia;Veneto;941237;Sistema ARREDOBAGNO
EL.BA SRL;10592360159;Milano;Lombardia;898755;Sistema ARREDOBAGNO
BOX E CO. SRL;1209450525;Siena;Toscana;897474;Sistema ARREDOBAGNO
ALPA SRL;6551190157;Milano;Lombardia;856642;Sistema ARREDOBAGNO
RUBINETTI DI FIRENZE SRL;6225800488;Firenze;Toscana;813032;Sistema ARREDOBAGNO
LMC LAVORAZIONE MOBILI;137910568;Viterbo;Lazio;797202;Sistema ARREDOBAGNO
ATA ITALIA SRL;2052480031;Verbano-Cusio-Ossola;Piemonte;793988;Sistema ARREDOBAGNO
KALDEWEI ITALIA SRL;1757840218;Milano;Lombardia;790125;Sistema ARREDOBAGNO
MIA ITALIA SRL;2598640411;Pesaro Urbino;Marche;787190;Sistema ARREDOBAGNO
EURO BAGNO SRL;2594070365;Modena;Emilia-Romagna;786122;Sistema ARREDOBAGNO
INICON SRL;2432160139;Como;Lombardia;761567;Sistema ARREDOBAGNO
RUBINETTERIE PIBIGI FRATTINI;871280038;Novara;Piemonte;711681;Sistema ARREDOBAGNO
NICLAM SRL;8590370964;Milano;Lombardia;708192;Sistema ARREDOBAGNO
GRUPPO TARRINI SRL -;1600320509;Pisa;Toscana;695340;Sistema ARREDOBAGNO
KELLER TAPS SRL;2319720120;Varese;Lombardia;680373;Sistema ARREDOBAGNO
B E C SRL;1327600514;Arezzo;Toscana;671134;Sistema ARREDOBAGNO
AQUATRIM SRL;3083540983;Brescia;Lombardia;662303;Sistema ARREDOBAGNO
USPA EUROPE SRL;2360220038;Novara;Piemonte;654020;Sistema ARREDOBAGNO
TOSCOQUATTRO SRL;3378120137;Pordenone;Friuli-Venezia Giulia;646511;Sistema ARREDOBAGNO
LINEA BOX SRL;935310508;Pisa;Toscana;642128;Sistema ARREDOBAGNO
NEW PLAST INVESTIMENT SRL;2136650427;Ancona;Marche;629554;Sistema ARREDOBAGNO
ASSIOMA- SRL;357920131;Como;Lombardia;618685;Sistema ARREDOBAGNO
RED-LINE SRL;1825060369;Modena;Emilia-Romagna;615019;Sistema ARREDOBAGNO
VASCO GROUP SRL;3603120266;Treviso;Veneto;608937;Sistema ARREDOBAGNO
BARBATI BAGNO SRL;1048660193;Cremona;Lombardia;606463;Sistema ARREDOBAGNO
MARTINI CAV. SILVIO SRL;909270241;Vicenza;Veneto;598606;Sistema ARREDOBAGNO
BROIL SRL;7493520154;Milano;Lombardia;597037;Sistema ARREDOBAGNO
PALEO S SHOWERS SRL;3441700980;Brescia;Lombardia;582202;Sistema ARREDOBAGNO
FIORE SRL;462740036;Novara;Piemonte;564068;Sistema ARREDOBAGNO
RELAX ITALIANO SRL;4524730753;Lecce;Puglia;542855;Sistema ARREDOBAGNO
I F 3 P SRL;9793240152;Milano;Lombardia;536939;Sistema ARREDOBAGNO
NIPAB SRL;13360290152;Milano;Lombardia;515436;Sistema ARREDOBAGNO
GALLO WOOD SRL;2161360413;Pesaro Urbino;Marche;488165;Sistema ARREDOBAGNO
UP GROUP SRL;1060060116;Massa-Carrara;Toscana;443495;Sistema ARREDOBAGNO
MOBILI DI CASTELLO SRL;421240540;Perugia;Umbria;430990;Sistema ARREDOBAGNO
NEA ITALIA SRL;2468020413;Pesaro Urbino;Marche;418219;Sistema ARREDOBAGNO
LIRICO SRL;7942710968;Milano;Lombardia;398569;Sistema ARREDOBAGNO
IL TEMPO DEL .... SRL;1476090350;Modena;Emilia-Romagna;367030;Sistema ARREDOBAGNO
MARCO BONFANTE SRL;4086520238;Verona;Veneto;353087;Sistema ARREDOBAGNO
EFFEGIBI SERVICE SRL;1989230402;Forlì-Cesena;Emilia-Romagna;300126;Sistema ARREDOBAGNO
RUBINETTERIA SPADONI SRL;5949260151;Milano;Lombardia;293907;Sistema ARREDOBAGNO
L ISOLA DEL SUD S.RL;3552790408;Forlì-Cesena;Emilia-Romagna;283678;Sistema ARREDOBAGNO
AXIA SRL;3285560268;Treviso;Veneto;283118;Sistema ARREDOBAGNO
ALL.PE SRL;1591250988;Brescia;Lombardia;280851;Sistema ARREDOBAGNO
VALLI ARREDOBAGNO SRL;2708810961;Monza e della Brianza;Lombardia;266260;Sistema ARREDOBAGNO
VEBALI SRL A SOCIO UNICO;1426300529;Siena;Toscana;254366;Sistema ARREDOBAGNO
MOBEL 80 SRL;891960361;Modena;Emilia-Romagna;245418;Sistema ARREDOBAGNO
RAPSEL INTERNATIONAL SRL;6773710964;Milano;Lombardia;226155;Sistema ARREDOBAGNO
AQUOS SRL;2145870412;Pesaro Urbino;Marche;214835;Sistema ARREDOBAGNO
G.T. SRL (LI);1753360492;Livorno;Toscana;203576;Sistema ARREDOBAGNO
OUTLOOK DESIGN ITALIA SRL;1588070167;Bergamo;Lombardia;177131;Sistema ARREDOBAGNO
CARLO IOTTI SRL;1691110355;Reggio nell'Emilia;Emilia-Romagna;157990;Sistema ARREDOBAGNO
CORTINADOCCIA SRL;1411230673;Teramo;Abruzzo;152662;Sistema ARREDOBAGNO
MAMOLI ROBINETTERIA SPA;7234580152;Milano;Lombardia;151004;Sistema ARREDOBAGNO
EMME UNO SRL SOCIETA ;1231770445;Ascoli Piceno;Marche;143415;Sistema ARREDOBAGNO
SAUNA VITA SRL;3974500278;Venezia;Veneto;130085;Sistema ARREDOBAGNO
NOVARREDA SRL;3211630755;Lecce;Puglia;114596;Sistema ARREDOBAGNO
VALCOM SRL;4145190288;Padova;Veneto;102326;Sistema ARREDOBAGNO
GAL SRL;1736070564;Viterbo;Lazio;101386;Sistema ARREDOBAGNO
AREA BAGNO SRL;1592510935;Pordenone;Friuli-Venezia Giulia;100244;Sistema ARREDOBAGNO
LINEA F SPA;1836440360;Modena;Emilia-Romagna;84475;Sistema ARREDOBAGNO
PADO ITALY SRL;2692970128;Varese;Lombardia;84126;Sistema ARREDOBAGNO
HSG SRL;1221530031;Verbano-Cusio-Ossola;Piemonte;82378;Sistema ARREDOBAGNO
BOXART SRL;4453600480;Firenze;Toscana;63502;Sistema ARREDOBAGNO
ORLANDI ROMA S.R.L;4000031007;Roma;Lazio;40984;Sistema ARREDOBAGNO
IDEALBOX SRL;4986610154;Milano;Lombardia;36761;Sistema ARREDOBAGNO
EMILBAGNO SRL;2593610369;Modena;Emilia-Romagna;33263;Sistema ARREDOBAGNO
CRG-IM SRL;483190369;Modena;Emilia-Romagna;24443;Sistema ARREDOBAGNO
VALPRA BY ROSSI SRL;1772760037;Novara;Piemonte;16771;Sistema ARREDOBAGNO
ESSEBITI SRL;9485170014;Torino;Piemonte;8949;Sistema ARREDOBAGNO
IL DUCATO SRL;2059320412;Pesaro Urbino;Marche;6225;Sistema ARREDOBAGNO
TENDA DORICA SRL;187770425;Ancona;Marche;1750;Sistema ARREDOBAGNO
PHILIPS LIGHTING ITALY SPA;4149320154;Milano;Lombardia;205440737;Sistema ILLUMINAZIONE
IGUZZINI ILLUMINAZIONE SPA;82630435;Macerata;Marche;170300783;Sistema ILLUMINAZIONE
DISANO ILLUMINAZIONE SPA;6191460150;Milano;Lombardia;137923412;Sistema ILLUMINAZIONE
THUN SPA;833770217;Bolzano/Bozen;Trentino-Alto Adige;98507277;Sistema ILLUMINAZIONE
BEGHELLI SPA;666341201;Bologna;Emilia-Romagna;96632000;Sistema ILLUMINAZIONE
FLOS SPA;290820174;Brescia;Lombardia;86440000;Sistema ILLUMINAZIONE
ARTEMIDE SPA;846890150;Milano;Lombardia;78432092;Sistema ILLUMINAZIONE
LINEA LIGHT SRL;1220530263;Treviso;Veneto;64848115;Sistema ILLUMINAZIONE
3F FILIPPI SPA;529461204;Bologna;Emilia-Romagna;53672086;Sistema ILLUMINAZIONE
AEC ILLUMINAZIONE SRL;343170510;Arezzo;Toscana;53350288;Sistema ILLUMINAZIONE
VIABIZZUNO SRL;1614551206;Bologna;Emilia-Romagna;52703229;Sistema ILLUMINAZIONE
ZG LIGHTING SRL;192920213;Bolzano/Bozen;Trentino-Alto Adige;46542905;Sistema ILLUMINAZIONE
SBP SPA;997060165;Bergamo;Lombardia;45212726;Sistema ILLUMINAZIONE
CREE EUROPE SRL;4045090489;Firenze;Toscana;38533707;Sistema ILLUMINAZIONE
FOSCARINI SPA;2259410278;Venezia;Veneto;38466253;Sistema ILLUMINAZIONE
CARIBONI GROUP SPA;1727080226;Trento;Trentino-Alto Adige;36003190;Sistema ILLUMINAZIONE
SIMES SPA;436080170;Brescia;Lombardia;34066389;Sistema ILLUMINAZIONE
QUICK SPA;1216790392;Ravenna;Emilia-Romagna;28826222;Sistema ILLUMINAZIONE
FOS NOVA SRL;2215760154;Milano;Lombardia;25250024;Sistema ILLUMINAZIONE
TARGETTI SANKEY SPA;1537660480;Firenze;Toscana;25086000;Sistema ILLUMINAZIONE
L. E S. ITALIA SRL;1749420939;Pordenone;Friuli-Venezia Giulia;22339350;Sistema ILLUMINAZIONE
IVELA SPA;10889890157;Milano;Lombardia;21996701;Sistema ILLUMINAZIONE
PERFORMANCE IN LIGHTING SPA;8517220011;Torino;Piemonte;21467325;Sistema ILLUMINAZIONE
ARES SRL;844570960;Monza e della Brianza;Lombardia;21332441;Sistema ILLUMINAZIONE
NERI SPA;2110530405;Forlì-Cesena;Emilia-Romagna;20222971;Sistema ILLUMINAZIONE
LINERGY SRL;1459960447;Ascoli Piceno;Marche;19795092;Sistema ILLUMINAZIONE
TEC-MAR SRL;10603390153;Lodi;Lombardia;19781860;Sistema ILLUMINAZIONE
NOVALUX SRL;536541204;Bologna;Emilia-Romagna;19295706;Sistema ILLUMINAZIONE
FORMA E FUNZIONE SRL;425830122;Varese;Lombardia;18058575;Sistema ILLUMINAZIONE
EWO SRL;1603000215;Bolzano/Bozen;Trentino-Alto Adige;16789500;Sistema ILLUMINAZIONE
REGGIANI SPA ILLUMINAZIONE;813220969;Monza e della Brianza;Lombardia;16493417;Sistema ILLUMINAZIONE
FAEL SPA O FAELLUCE SPA;11966710151;Monza e della Brianza;Lombardia;16074551;Sistema ILLUMINAZIONE
CASTALDI LIGHTING SPA;813200144;Varese;Lombardia;15791848;Sistema ILLUMINAZIONE
QUATTROBI SRL;2762740963;Monza e della Brianza;Lombardia;15393886;Sistema ILLUMINAZIONE
LEL LUCEELIGHT SRL;3417070244;Vicenza;Veneto;15308735;Sistema ILLUMINAZIONE
S.I.D.E. SPA;827650961;Monza e della Brianza;Lombardia;15252108;Sistema ILLUMINAZIONE
PLATEK SRL;3320290178;Brescia;Lombardia;14229795;Sistema ILLUMINAZIONE
DOMUS RE SRL;2405371200;Pordenone;Friuli-Venezia Giulia;14053548;Sistema ILLUMINAZIONE
IDEALLUX SRL;1242280186;Pavia;Lombardia;13484268;Sistema ILLUMINAZIONE
ILMAS SPA;4095080158;Milano;Lombardia;11920330;Sistema ILLUMINAZIONE
NEMO SRL;8053950963;Milano;Lombardia;11407882;Sistema ILLUMINAZIONE
BAROVIER E TOSO;3648350274;Venezia;Veneto;11232000;Sistema ILLUMINAZIONE
ESSE-CI SRL;1875070284;Padova;Veneto;10752102;Sistema ILLUMINAZIONE
ROSSINI ILLUMINAZIONE SRL;8017160154;Milano;Lombardia;10665460;Sistema ILLUMINAZIONE
MASIERO SRL;1244610265;Treviso;Veneto;10129548;Sistema ILLUMINAZIONE
STUDIO ITALIA DESIGN SRL;2992370276;Venezia;Veneto;9699804;Sistema ILLUMINAZIONE
CATELLANI E SMITH SRL;2656220163;Bergamo;Lombardia;9634186;Sistema ILLUMINAZIONE
PANZERI CARLO SRL;887290963;Monza e della Brianza;Lombardia;9452672;Sistema ILLUMINAZIONE
FABAS-LUCE SPA;10725990153;Monza e della Brianza;Lombardia;9225558;Sistema ILLUMINAZIONE
MARTINELLI LUCE SPA;230590465;Lucca;Toscana;9150699;Sistema ILLUMINAZIONE
DAVIDE GROPPI SRL;1493120339;Piacenza;Emilia-Romagna;8739680;Sistema ILLUMINAZIONE
ARCLUCE SPA;9297730153;Milano;Lombardia;8731795;Sistema ILLUMINAZIONE
CITY DESIGN SPA;2382500268;Treviso;Veneto;8587723;Sistema ILLUMINAZIONE
SLAMP SPA;3600301000;Roma;Lazio;8417678;Sistema ILLUMINAZIONE
LOMBARDO SRL;4026860165;Bergamo;Lombardia;8158308;Sistema ILLUMINAZIONE
DGA SRL;2237280488;Firenze;Toscana;8117400;Sistema ILLUMINAZIONE
EXENIA SRL;6038190481;Firenze;Toscana;7969000;Sistema ILLUMINAZIONE
FABBIAN SRL;4827930266;Treviso;Veneto;7560242;Sistema ILLUMINAZIONE
C LUCE SRL;1587730993;Milano;Lombardia;7507155;Sistema ILLUMINAZIONE
NOVECENTO SRL;2325180962;Milano;Lombardia;7054265;Sistema ILLUMINAZIONE
VETRERIA VISTOSI SRL;2497840278;Treviso;Veneto;7026994;Sistema ILLUMINAZIONE
CONTARDI LIGHTING SRL;2264720968;Monza e della Brianza;Lombardia;6799019;Sistema ILLUMINAZIONE
SLIDE SRL;3845620966;Milano;Lombardia;6789739;Sistema ILLUMINAZIONE
LA MURRINA SRL;387290125;Varese;Lombardia;6611520;Sistema ILLUMINAZIONE
ARENA LUCI SRL;1316550209;Mantova;Lombardia;6594976;Sistema ILLUMINAZIONE
EGOLUCE SRL;4033310154;Milano;Lombardia;6510730;Sistema ILLUMINAZIONE
RIMSA P. LONGONI SRL;876160961;Monza e della Brianza;Lombardia;6301032;Sistema ILLUMINAZIONE
G.E.A. LUCE SRL;1913370712;Foggia;Puglia;6089661;Sistema ILLUMINAZIONE
NEXO LUCE SRL;2359480205;Mantova;Lombardia;6015959;Sistema ILLUMINAZIONE
ILTI LUCE SRL;5966420019;Torino;Piemonte;5752429;Sistema ILLUMINAZIONE
PENTA SRL;950980961;Monza e della Brianza;Lombardia;5667626;Sistema ILLUMINAZIONE
PUK ITALIA GROUP SRL;8644250964;Monza e della Brianza;Lombardia;5626515;Sistema ILLUMINAZIONE
AXO LIGHT SRL;3224300263;Venezia;Veneto;5625128;Sistema ILLUMINAZIONE
BELFIORE SRL;2923270249;Vicenza;Veneto;5605474;Sistema ILLUMINAZIONE
MARECO LUCE SRL;2156430403;Forlì-Cesena;Emilia-Romagna;5498868;Sistema ILLUMINAZIONE
ICONE SRL;1930940166;Bergamo;Lombardia;5478100;Sistema ILLUMINAZIONE
TERZANI S.R.L;3671100489;Firenze;Toscana;5457970;Sistema ILLUMINAZIONE
CICIRIELLO SRL;7154290725;Barletta-Andria-Trani;Puglia;5270618;Sistema ILLUMINAZIONE
GOCCIA ILLUMINAZIONE SRL;299460170;Brescia;Lombardia;5063993;Sistema ILLUMINAZIONE
FAEBER LIGHTING SYSTEM SPA;1863440168;Bergamo;Lombardia;4951881;Sistema ILLUMINAZIONE
BOLUCE ILLUMINAZIONE SRL;806340162;Bergamo;Lombardia;4948081;Sistema ILLUMINAZIONE
SPOTLIGHT SRL;1461010157;Milano;Lombardia;4873563;Sistema ILLUMINAZIONE
SYLCOM SRL;855990271;Venezia;Veneto;4857293;Sistema ILLUMINAZIONE
OTY SRL;3136350273;Venezia;Veneto;4794822;Sistema ILLUMINAZIONE
CANTALUPI LIGHTING SRL;1793930460;Lucca;Toscana;4764311;Sistema ILLUMINAZIONE
TURN LIGHTS SRL;3274500242;Vicenza;Veneto;4721912;Sistema ILLUMINAZIONE
SOVIL SRL;109020560;Roma;Lazio;4708207;Sistema ILLUMINAZIONE
ITALAMP SRL;410170286;Padova;Veneto;4623806;Sistema ILLUMINAZIONE
ZAVA SRL;4565080266;Treviso;Veneto;4623338;Sistema ILLUMINAZIONE
TECTOR SRL;782890040;Cuneo;Piemonte;4518759;Sistema ILLUMINAZIONE
BIFFI LUCE SRL;2348130960;Monza e della Brianza;Lombardia;4413538;Sistema ILLUMINAZIONE
 FORMA LIGHTING ITALIA;12752370150;Milano;Lombardia;4344705;Sistema ILLUMINAZIONE
LANDA ILLUMINOTECNICA SPA;688140987;Brescia;Lombardia;4278366;Sistema ILLUMINAZIONE
LEUCOS SRL;3279500262;Venezia;Veneto;4116732;Sistema ILLUMINAZIONE
FLEXALIGHTING SRL;6035740486;Firenze;Toscana;4091243;Sistema ILLUMINAZIONE
KRELAMP SRL;1738950219;Bolzano/Bozen;Trentino-Alto Adige;4065824;Sistema ILLUMINAZIONE
O LUCE SRL;1676600156;Milano;Lombardia;3963314;Sistema ILLUMINAZIONE
GRIVEN SRL;1404480202;Mantova;Lombardia;3885159;Sistema ILLUMINAZIONE
ROTALIANA SRL;1236060222;Trento;Trentino-Alto Adige;3874861;Sistema ILLUMINAZIONE
NIBA ILLUMINAZIONE SRL;2071601203;Bologna;Emilia-Romagna;3873991;Sistema ILLUMINAZIONE
IL FANALE GROUP SRL;3937520264;Treviso;Veneto;3822543;Sistema ILLUMINAZIONE
GHIDINI LIGHTING SRL;3468330984;Brescia;Lombardia;3767316;Sistema ILLUMINAZIONE
ZONCA INTERNATIONAL SRL;8852970964;Milano;Lombardia;3642059;Sistema ILLUMINAZIONE
LUMINA ITALIA SRL;6467420151;Milano;Lombardia;3636374;Sistema ILLUMINAZIONE
METALMEK ILLUMINAZIONE SRL;6690750150;Milano;Lombardia;3624450;Sistema ILLUMINAZIONE
ATENA LUX SRL;2572840276;Venezia;Veneto;3606619;Sistema ILLUMINAZIONE
EULUX SPA;1474750625;Benevento;Campania;3573473;Sistema ILLUMINAZIONE
STEFI ILLUMINAZIONE SRL;1810670503;Pisa;Toscana;3465944;Sistema ILLUMINAZIONE
B.C. SAN MICHELE SRL;805070240;Vicenza;Veneto;3435562;Sistema ILLUMINAZIONE
KARMAN SRL;2175640412;Pesaro Urbino;Marche;3405500;Sistema ILLUMINAZIONE
CINI E NILS SRL;849130158;Milano;Lombardia;3385692;Sistema ILLUMINAZIONE
SSHG SRL;3896060278;Venezia;Veneto;3365390;Sistema ILLUMINAZIONE
PATRIZIA GARGANTI SRL;6010630488;Firenze;Toscana;3157285;Sistema ILLUMINAZIONE
G. MOSCATELLI SPA;840810154;Milano;Lombardia;3082607;Sistema ILLUMINAZIONE
MACROLUX SRL;3547130264;Treviso;Veneto;3056399;Sistema ILLUMINAZIONE
STATUS SRL (MI);1419110125;Milano;Lombardia;3013486;Sistema ILLUMINAZIONE
B C M ILLUMINAZIONE SRL -;1512140466;Lucca;Toscana;2996192;Sistema ILLUMINAZIONE
LUMEN CENTER ITALIA SRL;8925360151;Milano;Lombardia;2975960;Sistema ILLUMINAZIONE
VENETIA STUDIUM SRL;1954690275;Venezia;Veneto;2926002;Sistema ILLUMINAZIONE
MONDIAL LUX SRL;2492870155;Milano;Lombardia;2830879;Sistema ILLUMINAZIONE
MORETTI LUCE SRL;1611160985;Brescia;Lombardia;2734531;Sistema ILLUMINAZIONE
LAM SRL;164500282;Padova;Veneto;2723256;Sistema ILLUMINAZIONE
CIVIC SRL;11219600159;Milano;Lombardia;2693289;Sistema ILLUMINAZIONE
LIGHT 4 SRL;4128810266;Treviso;Veneto;2656676;Sistema ILLUMINAZIONE
BEBY ITALY SRL;4677180285;Padova;Veneto;2618782;Sistema ILLUMINAZIONE
KUNDALINI SRL;11792050152;Milano;Lombardia;2608513;Sistema ILLUMINAZIONE
D.M. LUCE SRL;4365960279;Venezia;Veneto;2587938;Sistema ILLUMINAZIONE
PRANDINA SRL;1930670243;Vicenza;Veneto;2581410;Sistema ILLUMINAZIONE
I DOGI GROUP SRL SRL;3176770273;Venezia;Veneto;2555678;Sistema ILLUMINAZIONE
SIL.LUX SRL;3599210261;Treviso;Veneto;2542358;Sistema ILLUMINAZIONE
ALM SRL;1947290449;Fermo;Marche;2507333;Sistema ILLUMINAZIONE
ANTEA LUCE SRL;1962090401;Forlì-Cesena;Emilia-Romagna;2466923;Sistema ILLUMINAZIONE
BUZZI E BUZZI SRL;3341430969;Milano;Lombardia;2420568;Sistema ILLUMINAZIONE
E  COSTA SRL;2825160241;Vicenza;Veneto;2354389;Sistema ILLUMINAZIONE
M.M. LAMPADARI SRL;3424400269;Treviso;Veneto;2347966;Sistema ILLUMINAZIONE
EUROLUCE LAMPADARI SRL;5334020723;Barletta-Andria-Trani;Puglia;2288195;Sistema ILLUMINAZIONE
TECNOCAVI SERVICE SRL;1282440419;Pesaro Urbino;Marche;2287681;Sistema ILLUMINAZIONE
NOVARESI SRL;3107180154;Milano;Lombardia;2171033;Sistema ILLUMINAZIONE
PLEXIFORM SRL;5997000152;Milano;Lombardia;2136740;Sistema ILLUMINAZIONE
I.D.L. EXPORT SRL;3247000262;Treviso;Veneto;2134777;Sistema ILLUMINAZIONE
MODO LUCE SRL;4021190261;Treviso;Veneto;2130467;Sistema ILLUMINAZIONE
BADARI SRL;4772200483;Firenze;Toscana;2111155;Sistema ILLUMINAZIONE
MECHINI SRL;4180860480;Firenze;Toscana;2084826;Sistema ILLUMINAZIONE
SURYA SPA;336530472;Pistoia;Toscana;2078099;Sistema ILLUMINAZIONE
FALA MARCHETTI SRL;95220422;Ancona;Marche;2031456;Sistema ILLUMINAZIONE
POSSONI ILLUMINAZIONE SRL;2263630960;Monza e della Brianza;Lombardia;2027077;Sistema ILLUMINAZIONE
RECCAGNI ANGELO E C. SRL;885060962;Milano;Lombardia;1955272;Sistema ILLUMINAZIONE
TOP LIGHT ILLUMINAZIONE SRL;2341950968;Milano;Lombardia;1941485;Sistema ILLUMINAZIONE
CENTROLUCE SRL;5497810480;Firenze;Toscana;1926661;Sistema ILLUMINAZIONE
OTM SRL;1764900161;Bergamo;Lombardia;1858269;Sistema ILLUMINAZIONE
OR ILLUMINAZIONE SRL;3484300268;Venezia;Veneto;1843041;Sistema ILLUMINAZIONE
FERROLUCE SRL;1122940313;Gorizia;Friuli-Venezia Giulia;1802059;Sistema ILLUMINAZIONE
GIBAS SRL;1065310441;Fermo;Marche;1793429;Sistema ILLUMINAZIONE
DIAMANTE LIGHTING SRL;2266710066;Alessandria;Piemonte;1701823;Sistema ILLUMINAZIONE
ONGARATO LIGHTING SRL;3690140284;Padova;Veneto;1682496;Sistema ILLUMINAZIONE
IL PARALUME MARINA SRL;918020249;Vicenza;Veneto;1679172;Sistema ILLUMINAZIONE
DIVIEMME SRL;2478390285;Padova;Veneto;1661231;Sistema ILLUMINAZIONE
VESOI SRL;7487610631;Napoli;Campania;1658144;Sistema ILLUMINAZIONE
AREA LITE SRL;10743110156;Milano;Lombardia;1568116;Sistema ILLUMINAZIONE
LAUDARTE SRL;8666000156;Milano;Lombardia;1518204;Sistema ILLUMINAZIONE
FEBO SRL;6334090484;Firenze;Toscana;1508746;Sistema ILLUMINAZIONE
